ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2026-01-12T04:14:00.000000000Z,33,1,42003945,7175.000000000,7175.000000000,7175.000000000,7175.000000000,1,MESH7
2026-01-27T16:12:00.000000000Z,33,1,42003945,7225.750000000,7225.750000000,7225.750000000,7225.750000000,1,MESH7
2026-01-28T21:34:00.000000000Z,33,1,42003945,7237.000000000,7237.000000000,7237.000000000,7237.000000000,1,MESH7
2026-02-12T16:05:00.000000000Z,33,1,42003945,7129.000000000,7129.000000000,7129.000000000,7129.000000000,1,MESH7
2026-02-18T18:53:00.000000000Z,33,1,42003945,7091.750000000,7091.750000000,7091.750000000,7091.750000000,1,MESH7
2026-02-18T19:55:00.000000000Z,33,1,42003945,7091.500000000,7091.500000000,7091.500000000,7091.500000000,1,MESH7
2026-02-23T17:31:00.000000000Z,33,1,42003945,7039.250000000,7039.250000000,7039.250000000,7039.250000000,1,MESH7
2026-02-23T20:59:00.000000000Z,33,1,42003945,7043.500000000,7043.500000000,7043.500000000,7043.500000000,1,MESH7
2026-02-25T23:00:00.000000000Z,33,1,42003945,7150.250000000,7150.250000000,7150.250000000,7150.250000000,1,MESH7
2026-02-27T17:53:00.000000000Z,33,1,42003945,7054.000000000,7054.000000000,7054.000000000,7054.000000000,6,MESH7
2026-03-03T07:50:00.000000000Z,33,1,42003945,7009.750000000,7009.750000000,7009.750000000,7009.750000000,1,MESH7
2026-03-06T18:38:00.000000000Z,33,1,42003945,6950.000000000,6950.000000000,6950.000000000,6950.000000000,1,MESH7
2026-03-08T23:00:00.000000000Z,33,1,42003945,6816.750000000,6828.500000000,6816.750000000,6828.500000000,11,MESH7
2026-03-13T19:40:00.000000000Z,33,1,42003945,6830.000000000,6830.000000000,6830.000000000,6830.000000000,1,MESH7
2026-03-16T19:09:00.000000000Z,33,1,42003945,6915.000000000,6915.000000000,6915.000000000,6915.000000000,1,MESH7
2026-03-17T17:27:00.000000000Z,33,1,42003945,6928.000000000,6928.000000000,6928.000000000,6928.000000000,3,MESH7
2026-03-17T17:29:00.000000000Z,33,1,42003945,6927.000000000,6927.000000000,6927.000000000,6927.000000000,6,MESH7
2026-03-17T17:30:00.000000000Z,33,1,42003945,6927.000000000,6927.000000000,6927.000000000,6927.000000000,1,MESH7
2026-03-17T17:44:00.000000000Z,33,1,42003945,6919.000000000,6919.000000000,6919.000000000,6919.000000000,1,MESH7
2026-03-20T15:10:00.000000000Z,33,1,42003945,6766.250000000,6766.250000000,6766.250000000,6766.250000000,1,MESH7
2026-03-20T15:33:00.000000000Z,33,1,42003945,6766.750000000,6766.750000000,6766.750000000,6766.750000000,1,MESH7
2026-03-22T22:29:00.000000000Z,33,1,42003945,6713.500000000,6713.500000000,6713.500000000,6713.500000000,1,MESH7
2026-03-23T05:07:00.000000000Z,33,1,42003945,6682.750000000,6682.750000000,6682.750000000,6682.750000000,1,MESH7
2026-03-23T14:21:00.000000000Z,33,1,42003945,6850.000000000,6850.000000000,6850.000000000,6850.000000000,1,MESH7
2026-03-25T03:35:00.000000000Z,33,1,42003945,6788.750000000,6788.750000000,6788.750000000,6788.750000000,1,MESH7
2026-03-29T22:20:00.000000000Z,33,1,42003945,6524.750000000,6524.750000000,6524.750000000,6524.750000000,1,MESH7
2026-03-30T18:53:00.000000000Z,33,1,42003945,6530.250000000,6530.250000000,6530.250000000,6530.250000000,1,MESH7
